userId,reviewId,reviewDate
1248,893,3/21/25
522,2779,3/26/25
75,3506,1/7/25
1425,882,10/13/24
50,5990,4/2/25
423,4744,2/17/25
534,35,8/10/24
801,4412,5/4/25
438,920,7/30/25
45,2047,12/20/24
328,876,6/25/25
1695,1881,7/8/25
1245,246,9/22/24
1046,3809,10/8/24
181,2266,2/14/25
1291,3802,11/27/24
224,4268,9/2/24
45,3912,11/17/24
1342,2147,1/26/25
1340,2237,4/10/25
971,4462,12/27/24
344,2450,5/29/25
493,962,1/29/25
562,2965,7/13/25
1930,1516,8/7/25
1454,3427,6/15/25
1024,3094,10/13/24
1092,1423,4/16/25
216,698,6/4/25
1239,5631,3/25/25
1316,2350,8/8/25
1962,2896,10/8/24
684,1421,7/8/25
140,2979,12/7/24
505,3770,1/29/25
978,3822,2/17/25
930,2007,5/7/25
654,176,8/15/24
1135,5602,10/2/24
273,2133,12/17/24
443,5960,11/6/24
1794,5069,10/4/24
588,4977,9/19/24
1898,416,2/26/25
1596,780,8/1/25
623,5963,1/1/25
1482,1726,10/24/24
734,244,12/27/24
105,1986,6/15/25
1105,5695,4/16/25
398,4790,11/1/24
1238,960,8/6/25
124,3798,4/27/25
1392,3134,3/20/25
376,6082,7/16/25
342,2895,9/15/24
1678,5969,11/19/24
1793,4812,8/7/25
475,3809,5/3/25
551,3812,3/4/25
1173,2564,4/15/25
409,1814,9/14/24
933,5516,12/30/24
425,5248,1/10/25
1684,2768,11/27/24
1447,5222,10/15/24
990,5289,12/5/24
339,1773,8/20/24
1921,5861,6/20/25
37,3315,4/14/25
1628,2845,8/5/25
791,2561,9/9/24
68,4446,8/14/24
415,4065,3/30/25
698,381,9/19/24
151,3617,2/14/25
423,3787,1/31/25
1344,1294,3/25/25
153,3138,12/10/24
1028,57,12/13/24
1629,5769,5/10/25
10,2742,8/6/25
1474,3558,2/27/25
1407,5037,9/1/24
902,1710,10/24/24
791,5469,3/3/25
1978,3158,7/16/25
1002,3572,8/21/24
679,1912,4/25/25
1714,5708,4/15/25
162,5378,5/8/25
927,947,6/21/25
317,1384,12/13/24
180,5486,1/23/25
1685,3258,12/16/24
630,333,7/14/25
1484,1547,11/14/24
1523,4394,4/21/25
1078,2844,11/30/24
1957,306,5/12/25
933,1447,3/28/25
1833,4464,5/26/25
123,3549,10/12/24
340,4457,6/27/25
1779,5431,8/9/25
712,258,11/28/24
505,5407,4/20/25
1615,3865,5/16/25
433,2963,6/10/25
203,5220,8/23/24
1956,3418,5/5/25
1001,2404,6/16/25
1481,5412,3/4/25
1434,4226,6/13/25
1801,2219,2/11/25
1744,3019,5/4/25
1241,148,2/17/25
625,4048,8/21/24
1661,2932,7/8/25
1869,1243,4/30/25
172,6029,4/1/25
980,4252,8/23/24
511,2424,11/16/24
1499,2248,4/30/25
1738,796,9/14/24
790,690,8/29/24
1564,1297,11/8/24
1247,2926,3/15/25
966,5472,3/21/25
1733,4690,7/30/25
1736,4367,2/22/25
1595,3973,7/19/25
1439,2062,8/28/24
1249,3734,6/12/25
1208,566,11/24/24
519,5620,1/26/25
199,6103,6/13/25
835,119,6/20/25
627,778,11/17/24
643,907,9/12/24
1519,6085,10/15/24
1020,282,10/8/24
895,28,4/27/25
471,5024,8/30/24
495,2902,6/6/25
988,5879,8/17/24
481,5866,11/9/24
1238,4791,12/29/24
920,467,11/12/24
1029,2864,10/26/24
1741,5439,2/7/25
983,1385,8/11/24
139,2443,9/21/24
1120,5571,6/9/25
199,4629,6/27/25
970,3245,10/18/24
1929,4903,5/1/25
1718,2868,9/15/24
1676,1614,6/21/25
532,1359,7/28/25
1523,543,1/10/25
166,1299,9/16/24
390,5776,7/13/25
1483,3274,6/26/25
1426,1663,9/14/24
648,6025,7/17/25
642,1866,5/1/25
829,752,3/1/25
1612,2159,10/11/24
1931,4977,9/13/24
1238,4092,2/27/25
713,3357,2/2/25
1830,5050,10/2/24
607,5383,12/14/24
1289,3551,12/19/24
1934,1914,11/9/24
1876,3594,10/20/24
1090,734,9/21/24
123,2522,12/17/24
841,2946,7/22/25
1956,5810,1/15/25
1070,5047,3/25/25
1677,1800,1/17/25
29,4465,6/10/25
1959,3027,4/13/25
448,3546,10/13/24
578,4828,10/15/24
1196,4733,12/22/24
466,5900,5/28/25
557,2126,4/15/25
1594,2211,7/29/25
614,2076,10/6/24
709,3521,2/9/25
1577,893,11/25/24
264,207,5/27/25
646,846,12/9/24
973,3866,7/21/25
1829,5011,7/26/25
1794,2580,3/10/25
1286,3884,7/29/25
330,510,7/26/25
1186,5172,5/18/25
653,5934,4/5/25
1529,3304,12/24/24
1368,906,8/6/25
276,4694,11/2/24
12,3551,10/29/24
374,4155,4/16/25
191,2668,5/4/25
485,2383,9/4/24
1935,455,9/13/24
168,1398,3/22/25
870,583,3/24/25
1875,2648,3/4/25
1795,3230,4/26/25
211,5776,3/14/25
1746,2895,4/30/25
665,2667,5/25/25
1382,3550,1/22/25
716,3660,8/15/24
65,4119,11/13/24
1374,3903,2/15/25
720,3916,8/24/24
1789,555,12/24/24
1480,5055,7/18/25
1950,36,10/30/24
161,2771,11/30/24
1071,2222,8/18/24
133,3801,2/12/25
676,953,7/4/25
503,5663,6/15/25
1725,5554,1/15/25
1113,1679,7/12/25
1684,4054,10/15/24
1030,6096,9/4/24
19,4095,1/24/25
749,3404,10/20/24
1980,1970,7/12/25
1886,3890,5/20/25
896,2166,10/1/24
147,6135,8/20/24
574,208,9/17/24
306,151,7/1/25
1314,3792,2/8/25
1416,1633,1/8/25
1574,2935,1/14/25
935,5421,4/2/25
468,1038,11/30/24
442,680,11/8/24
1853,1943,2/10/25
1572,3229,5/4/25
245,4896,1/4/25
1374,316,8/21/24
1576,3655,7/19/25
1696,3271,3/26/25
1226,5961,12/19/24
1148,434,9/2/24
1713,1333,10/13/24
276,5095,4/18/25
1019,5222,11/21/24
1731,3626,9/13/24
991,4122,12/15/24
1354,513,3/30/25
511,941,11/18/24
1273,565,2/9/25
1750,1023,2/22/25
217,6146,12/22/24
1190,394,3/28/25
1975,2722,3/13/25
1879,331,3/30/25
134,5611,10/21/24
594,1277,2/22/25
707,5884,12/17/24
94,1881,6/2/25
969,2204,7/3/25
875,4405,1/3/25
1133,2179,3/14/25
1993,3771,12/9/24
250,96,4/20/25
546,2952,3/1/25
610,5115,6/18/25
399,4412,5/10/25
363,4926,8/8/25
890,3341,11/8/24
13,5957,2/18/25
1948,3082,1/19/25
706,2933,9/22/24
1163,2390,8/19/24
1451,4903,3/3/25
1700,3093,7/28/25
1119,5310,11/23/24
1347,4270,2/24/25
1820,3128,8/18/24
129,6240,8/11/24
351,1408,5/24/25
1023,4912,1/29/25
331,2789,10/18/24
165,2619,11/14/24
547,599,8/26/24
183,1660,1/17/25
561,2249,7/9/25
1694,3990,6/10/25
1074,287,9/11/24
1294,5430,1/3/25
493,3420,11/20/24
24,1284,3/22/25
1319,4835,4/17/25
201,2372,3/31/25
1467,38,3/12/25
1269,2874,4/12/25
846,6078,5/25/25
707,5923,2/26/25
1791,4359,11/30/24
218,594,10/3/24
1923,288,1/10/25
1614,1245,3/10/25
1846,1070,10/1/24
604,5553,5/18/25
1445,3766,9/15/24
456,3030,9/2/24
1444,2911,1/15/25
983,1744,6/10/25
1930,808,7/18/25
960,2225,7/22/25
1999,649,3/16/25
82,6049,11/28/24
884,2160,4/1/25
1014,5217,7/13/25
361,3384,3/30/25
1056,5425,1/24/25
751,2008,11/30/24
1557,5867,11/20/24
413,5036,9/27/24
742,3641,2/2/25
970,819,3/27/25
1187,2835,12/23/24
1981,4478,9/1/24
809,2191,10/13/24
675,4462,8/25/24
1392,2580,11/3/24
1430,82,1/28/25
350,3702,1/5/25
46,4594,6/11/25
1969,1506,6/8/25
670,4398,2/3/25
184,4125,4/15/25
1317,4488,2/25/25
1450,3357,10/31/24
1532,3071,2/15/25
728,5346,10/23/24
1965,1311,4/17/25
1320,206,8/9/25
539,1907,11/21/24
317,4139,5/23/25
726,4925,2/25/25
442,5907,7/30/25
263,2224,8/24/24
449,3301,4/29/25
808,382,8/3/25
1023,3593,4/21/25
1977,2412,6/11/25
215,884,2/11/25
469,5550,6/2/25
151,3246,3/22/25
1869,345,1/12/25
630,4535,4/10/25
549,3675,8/19/24
960,4521,3/19/25
880,5212,11/23/24
826,5900,1/22/25
1732,1243,3/4/25
563,1476,8/25/24
1469,2118,1/14/25
1838,6208,5/13/25
754,1880,1/19/25
1868,28,4/10/25
1687,4754,3/10/25
523,136,11/8/24
604,2457,11/5/24
521,2357,1/28/25
871,2032,8/24/24
767,4150,3/3/25
1547,5125,11/7/24
906,1475,9/4/24
1844,2480,6/22/25
1218,1369,12/21/24
878,4848,10/19/24
999,751,10/30/24
436,6116,12/3/24
1469,5372,9/30/24
814,5528,5/11/25
632,1494,7/24/25
1490,1651,4/29/25
672,1824,6/16/25
85,6226,9/11/24
1612,3464,7/10/25
1646,2338,3/1/25
1135,2701,8/1/25
1846,868,10/13/24
1227,360,3/14/25
810,6056,5/17/25
1755,647,1/8/25
458,754,10/26/24
567,2163,7/5/25
366,1679,3/13/25
842,2141,5/23/25
1308,1697,12/6/24
357,1413,8/11/24
42,2911,1/21/25
1981,4546,3/22/25
88,5274,5/21/25
153,5910,12/19/24
1098,3157,10/15/24
1905,51,8/31/24
550,4044,10/26/24
1099,4723,2/7/25
1214,3203,12/6/24
376,1926,9/20/24
520,1372,7/26/25
519,3736,12/27/24
1978,4929,12/27/24
1528,1875,12/8/24
1036,1986,8/1/25
1,3344,8/12/24
240,500,8/14/24
1120,2281,5/7/25
1540,263,7/10/25
610,4313,3/9/25
973,3432,11/15/24
847,2848,3/16/25
737,1925,5/4/25
1406,573,11/7/24
692,2818,1/6/25
648,26,7/8/25
674,2643,9/15/24
632,3102,4/30/25
340,5086,11/10/24
293,1466,2/8/25
1789,4226,3/22/25
1518,4399,2/12/25
1262,2094,2/24/25
1125,4556,8/14/24
656,1593,4/24/25
80,3354,10/8/24
1421,5135,3/17/25
1312,2181,10/6/24
1041,3861,9/5/24
748,5004,3/29/25
666,292,10/24/24
421,2790,1/2/25
972,1015,1/24/25
711,591,10/9/24
908,4649,2/22/25
1502,2911,6/29/25
621,812,2/16/25
1384,4221,4/24/25
1813,361,1/2/25
325,177,12/23/24
1863,2725,4/19/25
205,3749,8/16/24
670,164,12/23/24
1477,5478,4/18/25
532,4172,5/29/25
651,1882,1/20/25
540,4713,9/7/24
947,3045,11/23/24
947,2866,10/7/24
1776,4929,12/29/24
1704,1492,4/5/25
296,4755,2/3/25
1936,5379,10/8/24
383,252,6/23/25
1756,2018,8/22/24
92,2560,9/13/24
919,1496,1/5/25
629,4281,11/1/24
1255,592,5/9/25
1483,2255,5/2/25
1164,4663,10/13/24
877,4929,7/26/25
1679,3517,12/1/24
1558,1823,4/30/25
566,2324,5/20/25
1833,1773,9/22/24
1810,2981,9/11/24
779,4263,11/11/24
1136,531,12/20/24
1045,5323,8/4/25
839,1741,11/29/24
125,4057,2/12/25
75,2556,8/18/24
1233,4031,6/19/25
1836,1892,1/3/25
604,2851,2/13/25
488,4486,5/26/25
1955,118,7/17/25
804,4171,12/4/24
1850,704,11/21/24
1079,2073,10/3/24
787,3796,7/10/25
1017,4437,10/14/24
1748,2452,1/30/25
1527,2720,12/3/24
809,2713,6/21/25
980,3490,5/24/25
1102,2397,6/16/25
181,4293,12/26/24
1520,2136,4/24/25
44,6052,10/21/24
1232,5321,8/22/24
1049,4328,1/25/25
1697,3875,5/9/25
1542,4677,11/10/24
387,671,7/12/25
1933,4848,7/25/25
1942,2316,8/17/24
883,532,11/20/24
1628,1895,1/9/25
590,4170,11/26/24
9,261,5/23/25
43,3933,5/2/25
820,3091,2/5/25
1246,4892,2/9/25
1512,4649,6/3/25
1689,3407,7/20/25
1107,1938,9/6/24
1710,2002,8/27/24
847,4447,11/3/24
254,1933,12/2/24
1283,1001,9/2/24
889,5513,9/30/24
1390,2908,3/14/25
64,2766,9/19/24
1408,633,5/24/25
1324,1677,3/20/25
1510,721,5/3/25
1875,484,10/19/24
667,2096,10/29/24
1238,2802,1/23/25
1904,3558,10/9/24
1363,6054,12/4/24
1244,3034,5/11/25
1259,5892,5/20/25
481,4132,4/2/25
703,5007,4/12/25
1864,5349,1/12/25
1976,155,12/19/24
852,657,5/17/25
521,4902,2/16/25
1708,2951,6/8/25
1093,4775,3/4/25
352,4839,10/15/24
666,5428,8/4/25
206,2823,12/26/24
21,4121,2/3/25
143,4071,3/22/25
436,2089,5/1/25
90,3155,10/10/24
284,2437,11/19/24
1502,2273,8/19/24
1479,3872,11/25/24
833,4586,1/27/25
1184,2211,10/27/24
116,1238,1/8/25
579,1703,12/9/24
1580,1263,5/29/25
967,456,2/14/25
318,4915,2/13/25
1379,2108,6/5/25
63,5999,3/21/25
630,2167,8/3/25
419,38,7/12/25
303,794,11/17/24
1762,2464,11/10/24
818,1831,1/19/25
733,4662,2/19/25
346,4747,3/11/25
1813,3696,7/11/25
1210,822,10/19/24
1151,1630,11/4/24
219,2356,6/30/25
851,3180,4/2/25
998,4012,7/11/25
1097,1625,1/10/25
1843,3575,1/27/25
830,6041,1/27/25
1341,914,4/8/25
896,209,2/21/25
839,5196,4/18/25
375,2098,9/17/24
1115,2583,8/7/25
352,3776,9/10/24
1021,3924,4/19/25
1585,673,9/14/24
1819,2906,4/9/25
1158,4272,1/17/25
833,2007,8/27/24
1203,311,2/18/25
1755,1550,6/2/25
994,4490,4/8/25
1608,1263,11/27/24
1418,1739,11/15/24
866,589,11/19/24
1577,2130,2/10/25
1340,205,1/17/25
438,294,11/17/24
305,1296,10/15/24
1475,524,8/27/24
798,3255,3/28/25
1433,5185,6/5/25
1870,501,1/30/25
1708,5892,6/6/25
924,1885,6/25/25
751,5,11/8/24
1743,4464,12/16/24
1341,62,7/9/25
281,3271,4/28/25
1379,2346,7/15/25
809,1198,8/29/24
118,4500,6/22/25
1375,827,4/23/25
1753,6125,7/11/25
983,1173,12/23/24
1519,97,2/16/25
1244,1747,8/31/24
1664,777,4/2/25
1330,3083,5/29/25
370,5501,12/19/24
414,3562,3/2/25
725,1828,9/4/24
1649,3560,11/20/24
1190,1002,11/12/24
118,1434,7/31/25
1863,5210,1/13/25
571,915,10/18/24
223,247,4/10/25
138,4344,12/5/24
1896,6079,12/2/24
1507,4684,10/5/24
1390,117,2/24/25
1833,5350,7/25/25
318,991,9/18/24
1077,1588,10/1/24
783,3199,8/1/25
716,1141,3/29/25
1317,3871,9/14/24
1257,2974,12/25/24
1756,4744,8/4/25
1987,3837,4/12/25
1456,483,9/6/24
825,4580,3/11/25
957,1720,5/29/25
661,369,9/8/24
271,4124,4/30/25
1695,1102,8/22/24
1170,1798,7/21/25
259,2532,7/27/25
1066,5865,4/1/25
1264,3148,3/12/25
1685,404,5/12/25
1859,5731,11/21/24
577,1254,8/5/25
456,1253,9/26/24
1954,5798,10/6/24
1267,1479,12/23/24
1655,3320,1/9/25
385,6094,5/17/25
468,2492,8/15/24
218,1148,5/30/25
1817,226,4/18/25
1344,3381,10/9/24
1125,2132,11/7/24
1432,2069,10/4/24
64,1115,1/21/25
1859,5337,7/9/25
50,3073,9/16/24
65,4765,8/11/24
1699,1061,10/15/24
126,5041,12/5/24
1419,2080,6/23/25
961,3842,9/13/24
1207,573,9/22/24
993,606,5/12/25
1778,1359,10/4/24
1339,5780,9/4/24
768,3629,6/2/25
1580,2889,3/9/25
1985,5069,6/12/25
694,5601,7/14/25
1066,3365,9/30/24
1853,3194,1/5/25
959,3391,11/9/24
1233,3391,7/29/25
206,4213,2/26/25
971,1162,5/27/25
1429,4541,6/13/25
505,415,4/20/25
1800,2119,7/17/25
1057,5375,3/14/25
334,5626,1/21/25
1884,2273,1/30/25
1210,4093,9/29/24
1015,4606,3/13/25
183,2933,12/6/24
139,2244,11/18/24
808,823,10/25/24
904,871,8/11/24
1311,3371,11/2/24
1002,3398,2/14/25
1285,5530,5/19/25
1692,5925,10/21/24
458,869,8/4/25
1022,2973,12/20/24
1353,4461,1/31/25
208,1956,2/20/25
414,4916,4/14/25
979,4770,2/19/25
1417,945,5/14/25
377,4129,3/10/25
1035,3070,8/4/25
1220,5981,10/2/24
1092,5636,11/1/24
1878,2187,10/10/24
1122,4441,7/5/25
1160,1584,6/3/25
1378,5646,12/19/24
887,2254,12/23/24
242,3353,9/14/24
1523,476,2/3/25
768,3795,2/1/25
34,792,5/3/25
1845,3893,9/8/24
1958,3918,11/3/24
436,3852,5/19/25
934,549,2/24/25
120,1132,10/12/24
1809,2814,8/18/24
659,1831,7/15/25
1234,4315,1/11/25
990,2718,5/11/25
1015,5768,9/22/24
748,4624,9/19/24
1173,4249,9/12/24
1797,1725,8/8/25
362,1305,11/21/24
51,5141,5/8/25
724,1299,12/24/24
471,5150,8/9/25
362,4467,1/11/25
1840,4955,4/19/25
1704,6009,10/6/24
1261,2502,10/9/24
90,3340,6/3/25
385,3013,11/23/24
193,1418,8/1/25
722,5543,8/21/24
1389,3359,3/25/25
1847,4284,2/6/25
951,3202,4/5/25
395,1373,8/5/25
1734,701,9/23/24
1263,2708,4/5/25
284,762,3/13/25
1384,5422,11/3/24
64,328,10/18/24
980,1076,10/6/24
685,4359,1/18/25
486,3732,2/8/25
1606,449,1/10/25
108,5154,9/7/24
1249,3890,1/8/25
1675,5060,7/13/25
1106,3930,3/30/25
18,6043,9/27/24
871,1406,2/13/25
457,1868,4/15/25
1735,4343,6/30/25
1843,5644,10/8/24
1985,1188,4/18/25
1512,5559,9/12/24
1689,5900,11/29/24
27,2429,7/31/25
101,4053,2/3/25
792,4022,8/6/25
609,4172,1/25/25
16,3339,6/12/25
1235,4164,1/11/25
999,3494,3/14/25
919,3119,3/9/25
1420,2472,1/5/25
1366,4252,5/6/25
439,1126,9/5/24
771,2727,5/4/25
748,1118,5/31/25
1444,3385,9/30/24
377,4522,10/26/24
1844,3336,11/6/24
1438,374,6/29/25
1531,868,4/12/25
594,5022,12/14/24
1568,5998,8/29/24
1984,1233,9/29/24
1513,3394,5/4/25
360,958,7/14/25
87,139,3/1/25
457,3227,4/29/25
1238,833,9/11/24
1312,4915,6/26/25
475,5019,11/23/24
241,5424,4/5/25
155,11,9/29/24
1114,3109,8/5/25
186,2110,12/22/24
1571,1878,11/16/24
148,539,6/3/25
1574,578,1/4/25
1004,1134,1/28/25
418,1156,3/12/25
561,1057,1/10/25
931,88,6/7/25
79,3452,2/16/25
1,4682,1/2/25
221,5747,11/11/24
325,1830,1/6/25
1193,3897,8/7/25
227,5510,1/9/25
648,3276,5/23/25
614,4640,4/7/25
663,742,2/12/25
917,1204,5/1/25
1347,2271,2/2/25
276,4803,1/22/25
1104,5853,10/23/24
808,2585,8/26/24
853,5731,7/31/25
1896,5833,8/29/24
590,147,6/25/25
555,6179,6/15/25
1154,5335,9/26/24
135,6034,1/4/25
73,2733,7/22/25
1195,5563,8/30/24
280,4337,3/2/25
1548,4559,8/2/25
1389,3633,4/23/25
460,408,5/21/25
835,3053,8/23/24
1105,3979,3/11/25
1008,4331,2/14/25
448,557,5/18/25
1199,6118,12/11/24
1873,2796,8/14/24
57,6179,5/11/25
1228,4166,10/26/24
1901,2413,8/8/25
46,3617,6/26/25
30,2070,4/2/25
804,1149,6/25/25
1948,2041,9/28/24
777,3534,11/23/24
834,226,2/13/25
632,2928,12/9/24
350,3343,12/27/24
1531,4195,9/24/24
403,6100,5/22/25
860,4224,12/13/24
551,953,10/19/24
1501,3692,12/1/24
1937,2413,5/22/25
1384,4930,4/20/25
1570,266,2/18/25
7,2758,9/28/24
1373,20,3/1/25
1649,4245,7/21/25
1854,593,11/1/24
751,5088,12/13/24
1781,4815,6/16/25
400,3264,6/2/25
393,3975,1/18/25
820,1466,3/6/25
1232,2121,11/28/24
548,5180,1/6/25
1804,4474,3/25/25
999,3788,1/31/25
1283,3454,9/13/24
859,3826,2/18/25
1635,5748,5/23/25
233,2539,10/25/24
1555,2239,9/13/24
288,2495,2/12/25
580,569,10/15/24
1178,561,2/26/25
1469,243,7/24/25
820,2300,11/22/24
69,1271,9/8/24
1068,6201,9/3/24
1072,2128,7/25/25
259,5311,1/31/25
941,4709,11/23/24
1210,4624,1/29/25
415,2646,6/5/25
974,3502,1/21/25
276,2499,4/17/25
537,3174,2/16/25
705,408,11/15/24
1032,1058,2/11/25
99,1182,7/6/25
1561,2013,9/10/24
1038,791,11/6/24
1806,5732,4/12/25
1722,2497,6/11/25
977,3766,11/14/24
947,3218,9/4/24
562,1120,3/31/25
1237,1250,4/12/25
636,3910,10/1/24
526,4222,5/22/25
1798,4508,12/10/24
219,323,10/21/24
1003,2046,5/29/25
1644,5952,1/9/25
537,4785,3/2/25
428,3791,4/24/25
1676,3600,4/18/25
1194,6180,12/27/24
1689,4007,5/1/25
603,694,6/15/25
299,3591,9/9/24
1744,5871,4/25/25
1892,4362,8/26/24
616,2249,4/17/25
1043,4700,10/19/24
1452,444,8/23/24
610,3502,11/19/24
59,1205,11/10/24
890,1540,11/2/24
431,874,1/11/25
1642,1568,12/9/24
1583,4829,10/3/24
33,852,3/12/25
909,4288,6/21/25
1038,3492,12/16/24
711,1646,1/29/25
992,758,2/21/25
1822,1577,8/29/24
272,5907,3/11/25
299,3585,8/7/25
1683,5313,2/7/25
1963,1018,2/19/25
1973,2290,11/14/24
25,3381,11/26/24
936,4795,3/29/25
1328,1319,7/24/25
314,3656,12/31/24
1750,485,6/25/25
1482,5215,1/12/25
548,163,5/18/25
507,1819,1/19/25
1307,1625,2/27/25
570,4247,5/3/25
376,2559,6/5/25
261,563,8/4/25
1075,5263,4/12/25
1965,1833,12/1/24
1940,533,12/10/24
1486,4990,1/2/25
824,5274,3/6/25
635,2491,1/3/25
52,3745,2/5/25
89,4065,2/7/25
312,1024,8/5/25
457,1465,6/21/25
1538,3866,1/3/25
870,2446,3/10/25
1196,273,5/12/25
1717,4405,6/19/25
1987,5395,8/30/24
1454,2054,2/13/25
1694,885,2/19/25
1291,3460,5/25/25
1631,1521,10/6/24
1341,2753,7/20/25
1103,1256,3/29/25
453,5737,10/23/24
324,5497,8/30/24
1245,5009,4/23/25
1637,1070,8/26/24
669,1459,1/15/25
1294,2544,8/29/24
597,2273,10/19/24
203,3165,7/26/25
1741,5088,2/18/25
1537,5665,2/19/25
763,498,4/10/25
747,3609,5/21/25
239,4358,6/16/25
355,1721,3/11/25
1999,5990,10/28/24
1229,1547,8/25/24
693,4369,7/24/25
142,179,12/9/24
1889,6032,4/8/25
1823,1368,7/30/25
1602,1771,6/9/25
297,1453,10/30/24
1894,5688,9/16/24
1692,4050,5/6/25
1603,1054,3/20/25
1214,4618,9/27/24
531,6050,8/26/24
548,3727,9/30/24
1129,2364,4/5/25
1379,2413,10/17/24
1859,5100,6/26/25
1027,2825,4/22/25
1072,5525,8/16/24
1281,2911,12/6/24
1848,3642,12/26/24
427,2806,11/14/24
1120,4755,11/9/24
803,1833,1/3/25
387,1396,12/20/24
215,844,5/1/25
321,2052,8/31/24
483,3985,1/1/25
2,1363,5/1/25
467,5306,8/7/25
1355,4473,2/1/25
621,3597,6/11/25
1217,1023,6/2/25
789,2131,8/18/24
1346,3715,2/11/25
1052,2442,5/25/25
1347,1190,3/18/25
1744,5117,11/13/24
1054,4438,6/6/25
330,1426,12/2/24
1162,8,9/17/24
1488,4661,7/24/25
669,1251,7/21/25
1613,1922,5/2/25
1424,1751,7/3/25
1298,492,6/27/25
1806,3974,3/31/25
62,2157,7/9/25
182,307,12/15/24
1868,1264,1/31/25
998,2861,5/12/25
863,2778,1/17/25
116,3186,12/3/24
900,3699,6/15/25
353,3316,4/18/25
1492,2810,6/29/25
1199,3265,1/18/25
235,2991,2/4/25
1511,2558,12/10/24
436,651,8/31/24
1775,4781,5/6/25
910,2661,2/3/25
1095,2111,6/29/25
567,2706,9/2/24
173,3265,6/27/25
486,206,12/9/24
1940,5392,4/6/25
1391,3146,3/19/25
23,3141,7/2/25
433,2035,1/23/25
617,98,6/29/25
535,4902,6/19/25
1917,261,3/10/25
772,4774,8/7/25
1163,4961,9/7/24
1475,897,7/14/25
972,190,9/18/24
754,1392,4/8/25
1492,5479,7/23/25
814,1176,4/11/25
1788,2993,5/23/25
307,1527,8/3/25
1654,5339,11/22/24
474,5110,7/20/25
685,6146,2/8/25
398,1514,10/17/24
399,568,7/12/25
1487,4537,5/22/25
721,4441,11/21/24
1936,5030,6/1/25
282,5739,8/12/24
1182,2857,3/14/25
1116,302,3/13/25
1910,497,9/8/24
1771,6155,3/17/25
1344,1153,7/31/25
333,5753,4/19/25
1013,2597,11/9/24
1740,1801,7/17/25
1562,661,10/21/24
1276,2468,9/29/24
1489,5876,6/20/25
1385,4098,4/14/25
755,869,4/19/25
781,4768,2/9/25
1736,5362,3/1/25
1354,5012,6/12/25
216,5346,12/2/24
1791,1048,8/11/24
1646,4191,8/9/25
1904,4609,6/2/25
53,3306,11/26/24
1090,5881,3/16/25
55,292,12/16/24
1616,314,1/21/25
876,3059,7/2/25
276,2352,11/20/24
27,3774,3/19/25
1323,2784,11/10/24
492,4653,6/17/25
686,3581,4/26/25
1568,3168,4/25/25
704,4639,10/30/24
1768,4364,11/11/24
1134,5086,9/18/24
806,3516,5/30/25
1191,1817,4/2/25
463,3248,5/16/25
1093,4910,5/17/25
1889,6167,3/18/25
288,145,1/31/25
1057,2916,11/29/24
1458,2395,10/4/24
336,1748,11/28/24
1782,1151,3/21/25
1147,31,10/21/24
1899,3980,7/10/25
268,2921,8/20/24
1053,2505,1/17/25
1529,2927,4/17/25
1494,3508,5/13/25
1313,1833,1/21/25
472,2403,4/12/25
1042,4104,1/14/25
268,3894,2/23/25
1643,3580,11/26/24
1203,649,7/19/25
806,4316,1/11/25
1186,4102,12/11/24
1882,1077,6/4/25
762,3301,4/4/25
191,659,8/19/24
618,3129,2/15/25
1370,5354,3/20/25
1599,2480,12/23/24
1531,3935,4/19/25
1471,5540,6/9/25
854,4837,3/30/25
1495,6194,3/22/25
1456,5396,3/12/25
323,3636,6/13/25
91,4793,1/28/25
611,1445,5/27/25
1509,5072,7/15/25
1328,1335,12/5/24
1594,5282,9/13/24
375,1874,3/15/25
105,1121,12/1/24
300,4461,4/17/25
804,97,8/9/25
607,1463,3/17/25
1987,4476,8/28/24
1463,1280,4/13/25
452,5874,7/19/25
1949,3588,4/10/25
907,3943,6/20/25
1413,5977,8/3/25
220,5129,10/9/24
1882,3858,1/22/25
1143,6074,7/7/25
1416,1118,8/27/24
165,4926,12/31/24
464,3724,3/12/25
233,808,6/25/25
398,5362,12/2/24
468,6035,8/18/24
1208,1313,4/19/25
1006,1145,6/16/25
1921,4637,9/9/24
23,541,8/8/25
1856,356,9/21/24
1000,164,3/20/25
1473,650,12/2/24
696,493,4/26/25
1181,4623,11/22/24
1407,2470,5/28/25
463,5218,3/6/25
1,827,5/28/25
423,3054,5/18/25
1068,633,2/24/25
353,1119,12/26/24
429,394,8/28/24
1541,4891,10/7/24
849,5485,4/24/25
89,5917,7/9/25
567,5336,7/4/25
147,1983,10/18/24
1441,1517,1/8/25
507,1406,1/14/25
1186,29,4/30/25
931,2523,10/3/24
1078,530,10/27/24
726,2035,6/30/25
1431,3624,5/31/25
1362,4236,7/1/25
230,5333,7/2/25
1382,4386,9/25/24
1714,2776,2/11/25
1444,3814,6/3/25
1445,4891,8/21/24
961,3511,1/9/25
1627,579,8/13/24
327,1215,11/9/24
1253,2434,4/8/25
1923,5407,4/24/25
1171,963,12/1/24
1087,949,7/1/25
558,1958,1/3/25
542,3125,11/21/24
1726,24,5/17/25
754,481,4/27/25
836,5574,2/13/25
566,1563,6/12/25
1068,3950,2/2/25
1231,3638,5/23/25
580,5747,7/7/25
671,3194,5/9/25
573,5058,9/3/24
